"id","escolha","tempo_carro","tempo_transporte_publico","tempo_bicicleta","custo_carro","custo_transporte_publico","custo_bicicleta","renda","idade","genero","ocupacao_empregado","ocupacao_autonomo","educacao_fundamental","educacao_medio","educacao_superior","possui_carro"
339,1,33.4740701238309,40.8190457330153,48.8031962929664,16.2221891114767,8.20373203835855,3.14926617419289,9208.37845435038,65.0073232334214,1,1,0,1,0,0,1
340,1,37.0933781193831,49.239522233125,51.5398075969337,8.38196541123444,3.95668289384011,0.9496184535716,11928.1811139725,26.683893754487,1,1,0,1,0,0,1
341,1,44.6785940243756,53.1834621942268,61.791233884842,12.5361024744881,4.65310950600272,2.66560668495035,6160.23733182377,58.2426734743543,2,0,1,1,0,0,1
342,2,55.0574710649442,66.9967966131735,92.3175561209349,16.4249678233194,8.94152371849995,3.55239680239673,6693.5597452417,33.9342568827997,1,1,0,0,0,1,1
343,1,38.4807444214139,44.982735313602,54.7717030992939,2.75772333256937,1.82521467453475,0.729619449568731,6853.6817471876,45.448563098266,2,1,0,0,0,1,0
344,1,28.2918032503073,40.4482098543101,45.8058343039068,7.86220624410715,4.23534962460212,1.70649902820513,8513.98452832979,28.3673469577112,1,1,0,0,1,0,1
345,1,54.1065899231775,66.3902950074912,73.2888442795537,17.1587607612566,8.27669293199749,3.57450300044934,750.312609659317,39.3991265982662,2,1,0,0,0,1,1
346,1,49.1318545310939,58.5125622116595,78.003122528956,9.74088155594536,6.09464002609548,1.91043037676787,6745.48569024125,45.2968087050774,2,0,0,1,0,0,1
347,2,62.360206041221,73.6685002027991,84.7822050279461,-3.21050082183138,-1.87984574857393,-1.98043953475715,10121.5866947015,56.3353020254646,1,1,0,0,0,1,0
348,1,19.7627871078262,31.0905429545869,39.7405673981888,6.85314462829675,2.62080807227077,-0.457309854046588,8935.42260595094,30.4750880729853,1,0,1,0,0,1,0
349,2,46.3097863334231,58.4010530546854,67.7594841727335,16.896158441557,8.71787540411813,4.24402877688378,9051.92047034716,19.2287990482522,2,1,0,1,0,0,0
350,2,65.30042840914,82.1454993016835,98.2333263831116,9.44046654464535,4.04677312400817,1.17682190640216,3239.40376212213,23.2930160141193,1,0,0,1,0,0,1
351,1,55.8626070102505,71.426111401298,90.1384206655797,9.57217895974992,2.15130284266671,1.66812856278551,8649.56496223908,39.5116059813694,1,0,0,0,0,1,0
352,2,32.5117076135368,52.8838371826582,54.0509656436366,11.1253846544252,5.83802771597443,1.94828464341803,7655.75047136182,41.1119698527752,2,0,0,0,1,0,1
353,2,55.9879273015262,76.5942495941683,78.7671188126548,16.3167982084042,7.93585916949589,4.95697952647242,8061.01436968722,34.6965618940097,2,0,1,1,0,0,0
354,3,31.9210969500418,40.8640957237183,44.0506873884448,9.05345548668404,5.17985805476509,3.21264562572077,10678.3707858133,38.5972065861156,1,1,0,1,0,0,1
355,2,38.1990373315531,48.7514406348906,61.5487371639025,14.855750630511,7.96677757067378,2.71694110201189,12344.2524426339,34.2716273005911,2,0,1,1,0,0,1
356,1,62.8130141794362,67.7464979008355,91.0397861382917,15.438922008316,7.96514960926588,2.75639858637938,7243.9073838349,32.9427746254368,1,1,0,0,0,1,0
357,1,40.6478203231488,41.8873866181471,58.3343574549972,5.88684253370611,2.58057454991289,-0.146247829596756,6207.58616249727,64.9544935413545,2,1,0,1,0,0,1
358,2,57.4281921744815,72.6096513753072,84.2639321380744,11.6287665933818,5.04508284494576,3.17212258567536,7256.77748075145,39.0398884759099,2,1,0,0,1,0,1
359,1,40.6315843683125,52.5203080160522,48.3916576504429,8.77016939037329,5.05466307752904,-0.70357039081842,10323.0978204549,52.6821665057065,1,0,1,1,0,0,1
360,2,21.3545639287814,48.042296508884,36.0906033974629,14.5017283566646,9.03871156486753,2.53837029717923,7644.23838148975,69.4187938389405,2,0,1,1,0,0,0
361,2,32.2677645457662,42.5690203477144,49.7741531546218,2.95034006321854,0.585095979549848,0.766142085982406,6747.25618669731,22.0954282729528,2,0,0,0,1,0,1
362,2,28.6722020706421,37.6076466072812,44.0647175736781,21.2350195666048,11.8512401773182,3.34032969926608,7842.72094022679,36.3468941339041,2,1,0,1,0,0,1
363,3,37.7356414332424,51.745818349052,62.5232699504263,20.076108531576,11.9034637650813,5.25153787711481,12061.8506085012,37.9679721859353,2,1,0,0,1,0,1
364,1,39.9553318648564,42.1513316443879,51.9497547713289,6.94286533499085,5.0379062961759,1.58652387831695,5238.04571807917,52.4709134022126,2,1,0,1,0,0,0
365,2,42.6996316400753,48.5761823850875,70.0717794921824,7.98075463315405,3.57351316148182,3.44392919623124,7067.68587800914,34.0586110916237,2,0,1,0,0,1,1
366,1,41.3512915713773,56.7614598139453,64.9932684547944,6.54907531112327,3.39348480426135,4.34477833607769,4832.59109545413,41.7714268077149,1,1,0,0,1,0,0
367,1,73.3830306240017,84.6167085120358,120.03012702016,11.1807561492138,4.03013539362563,1.88182382835141,14716.2327673991,40.1775830444484,1,0,1,0,1,0,1
368,1,24.2100249407187,35.8345880062087,39.3104226145787,8.9937722202525,4.23741908640169,0.999383574756623,6580.81357990025,42.4974091044415,2,1,0,1,0,0,1
369,1,38.7776354893833,49.3407274903516,52.8934677600126,12.6758306808984,5.81394264069765,4.81399583576941,10718.1622564426,30.289697627809,1,0,1,0,0,1,1
370,2,50.2362229216025,54.116052753908,66.2413024578568,0.74869462143436,1.26092401859452,-1.92694308527045,8113.75079478243,68.9054398237389,2,1,0,0,1,0,1
371,1,69.4266339872311,70.5451185004343,100.489866440942,12.9512802867499,5.71148196346542,2.87363737758572,7473.91315092872,24.3117138533331,1,0,1,0,1,0,0
372,1,46.3278284357042,47.9997610269695,69.4216652443381,12.093376027584,5.3951710013606,2.97439667133219,6915.17292416379,34.2830345239302,1,1,0,1,0,0,1
373,2,63.5872606260084,77.3351302320841,89.8323427821643,2.3963792324392,1.28745561613664,2.24542285951016,5589.13537374528,42.9949165663101,2,1,0,0,0,1,0
374,2,20.3316669636944,30.1142811267109,24.3294814806512,13.6558385350197,5.94138572162597,2.02387017207476,12024.7290532262,43.1783668484059,1,1,0,0,1,0,0
375,2,66.6953478806772,76.432175348732,104.702229722279,12.3297158392254,4.45611952209201,1.39402911174868,9877.79196313484,23.9703571275908,1,1,0,1,0,0,1
376,1,34.6415974250223,49.2627159226138,53.3584613523727,10.6165598718165,5.74518589787274,2.24946719041228,8093.39212398256,36.197931303525,1,0,1,1,0,0,1
377,2,40.8535337181922,56.8106634718576,61.5921670496709,11.9207022563767,4.24194436625885,3.16438218049531,4715.25995159172,21.2105345834438,1,1,0,0,0,1,0
378,2,28.3587186015084,31.5321339219294,39.7758430660127,14.309695176134,6.82378208089896,4.22914527832722,6540.75780332407,49.0080705641967,2,1,0,1,0,0,1
379,3,47.0080397464418,59.4226384845716,73.550336292177,14.0803423020075,8.17788676849637,4.38533169083845,10859.2810497923,26.9644934519016,2,1,0,1,0,0,0
380,2,71.7800857759733,89.8670121483016,120.749012503225,9.41032343652824,5.09503146470229,1.46391801604256,5016.45995572155,24.4856772603483,2,0,1,1,0,0,1
381,2,81.3324503287739,99.7884691122539,106.593234689725,18.9010682359722,10.0323263708336,2.22259918876695,6284.38903244588,37.9299795336632,1,1,0,0,1,0,1
382,1,28.8475664682238,38.8697814432717,41.4644107234883,11.7808068426727,4.88843593394145,3.3068803819339,10349.5195447109,22.9264042210277,1,1,0,0,1,0,1
383,1,52.2891166560465,66.9314315232959,81.7627083120951,11.1851914695806,4.32305754527632,1.81682974033368,9144.09926326723,40.5534976883049,1,1,0,0,0,1,1
384,3,65.8278260811644,79.4852682290927,98.4853202959051,17.6677082738671,9.65842126929559,2.25548613413396,6199.82547812852,31.3325644463639,2,0,1,1,0,0,0
385,2,42.0651477407318,60.8796270778518,64.9615845181772,17.9522481700204,7.75711719304264,4.37836660293624,12957.8453602824,30.4602789314784,2,0,1,1,0,0,0
386,2,41.7273780344068,60.5289087404589,55.9769065483614,7.79598147018659,5.22635045961205,2.38021926734214,4427.69919457523,18.8599825591518,2,1,0,0,1,0,1
387,1,40.4283306818033,45.6203922138913,59.16775364448,6.05364796899244,3.38657414091978,0.887272384781773,12247.0323557076,8.28259406572925,1,0,1,1,0,0,1
388,2,53.9674908616716,60.0283506226347,73.0676177667471,7.76629168404708,3.93140030232782,-1.23171365521286,10442.5184515774,51.3235449409622,2,1,0,1,0,0,1
389,2,65.9614411622364,86.3467410370978,98.1085533622252,4.9453446400307,2.7832508143959,0.975754051843936,1707.28685493066,59.1262111349123,2,1,0,1,0,0,0
390,2,55.3142964185995,67.5440198595246,81.8821375815769,1.31281828955808,-0.598204840285714,0.571290377416209,8960.49524746302,53.0779969579873,1,1,0,0,0,1,1
391,3,49.8028202144545,57.713638936282,75.7104431842439,13.8636451310303,7.4129420617516,2.43627854265455,10403.0753612722,37.0215932237643,1,1,0,0,0,1,0
392,1,40.4719511133411,53.347651655287,65.5245662934344,11.1293378343034,6.59175438776856,2.78134077098129,5624.95803787167,39.7672590159626,2,1,0,1,0,0,1
393,2,52.4752302833692,60.7119682232602,74.5676654272929,15.8552985221547,6.97819081093334,3.93579413350045,7968.0012102981,42.2551707145085,2,0,1,0,0,1,1
394,1,36.7569462312487,50.2306116466282,62.8525226072528,11.9900438261922,5.81947978968824,2.48042756861376,3129.44618016657,33.9543067596676,2,1,0,0,0,1,1
395,2,40.8111524454414,47.4212945269895,70.1829324540638,14.4549777724641,6.37659142052204,3.54387129937764,5277.2988443366,43.9118474198778,2,0,1,0,1,0,1
396,1,61.447701646676,74.3938426380267,87.2480648951925,9.02365111613911,4.60780067262588,0.927356087267197,8410.30016726792,47.9584015230065,2,0,1,1,0,0,1
397,1,51.6301963226822,68.7591483908091,73.0720628286765,6.23935224659301,2.68237961317666,-0.747152634287461,8813.56386959592,49.3713384752385,1,1,0,1,0,0,1
398,1,48.6152444103917,61.0700659067066,71.2208895031357,16.6687933474226,9.31448317357602,2.01979759401948,7779.01635438494,51.9851460135923,2,1,0,0,0,1,1
399,2,41.1658851696672,52.2458613406243,59.8698123491739,16.566723697967,7.10241951550398,2.42091271288843,5676.70901471588,32.9460036045148,1,1,0,0,0,1,1
400,1,58.9654935222732,59.530768390385,95.354568904838,1.5977268967006,0.697802800515539,-1.2721114863948,9781.44840657857,42.0152330772439,1,1,0,0,1,0,0
401,1,65.0236887806321,73.9113139448894,105.715854407032,17.2637679109605,8.6729439734422,5.43380055753109,11982.5136787451,36.7253281403219,2,0,0,1,0,0,1
402,1,31.9609235418684,42.1275386648117,52.2754260855618,1.35977136639783,-1.13345894428227,-0.519698683827136,6197.49250454846,22.5549621653823,1,1,0,1,0,0,0
403,2,45.8323043199765,58.437380816994,62.4196519774216,11.7258760541331,5.608946843844,2.46154630110434,8169.52057475306,27.1032816794006,2,0,1,0,0,1,0
404,3,45.7360036978788,54.2185199888213,68.0342290346105,9.63076647609516,3.89530406761651,1.34819066042279,6406.77113125437,34.592771015852,2,0,1,0,1,0,0
405,1,36.3246640745866,45.966327348913,51.9652595704405,11.2316624014739,4.95040572714806,3.90235162952708,7757.30364686915,41.1991095007902,1,1,0,0,0,1,1
406,1,30.0189201600599,41.6382306376103,57.3014329971497,18.5774263913197,10.0008095650039,3.86126314367448,8482.26676001414,52.6918317074874,2,0,1,1,0,0,1
407,1,44.963508299901,51.5694265520227,68.0544248205828,4.46869283628057,3.0362178335221,2.59824762434209,7693.5783060091,47.8583063219087,2,0,1,1,0,0,1
408,2,54.8326782421945,65.6974054344474,88.3154126773625,10.4070978322206,3.92602347642695,1.00437192013794,6935.75009064179,23.0267984928558,1,1,0,0,1,0,1
409,1,67.1526341846483,77.4659909260118,95.8341774423329,27.3198149402415,13.5631640797879,5.99502961800985,6586.31795871989,45.2153001663004,2,1,0,1,0,0,1
410,1,16.3627081758118,19.3752367588802,32.2245118818394,3.13016216429688,-0.0174991765154706,-0.78524086537495,8102.13253208484,27.0949734064514,1,1,0,0,0,1,1
411,1,34.4634079003139,41.9123203500335,56.7551629928894,8.24047459061566,4.9602923411247,1.5980751274602,7397.8363779297,48.8041386529676,1,0,0,0,1,0,1
412,2,40.3285467298212,49.210943594669,61.0640592864227,11.7536878659517,5.31891713889311,1.13347787971241,6366.65411369218,26.5535418326469,2,1,0,0,1,0,1
413,1,20.0526445399894,28.9237966158073,32.3492768028762,13.1997193189946,7.58711234835418,2.41496074191048,9132.08680893661,23.1092994270451,2,1,0,1,0,0,1
414,1,33.7419983731156,37.5012230519461,45.3973382562115,8.80016639683574,3.13654777326575,2.25276071899944,9211.18448174134,38.9786011496207,1,1,0,0,0,1,1
415,1,33.3397236122774,47.2442924177792,47.1050689138594,10.4038060938959,6.4807697944954,3.52621834135887,8510.7108126291,28.2430770626028,2,1,0,0,0,1,1
416,2,34.161454502106,50.0501478265982,50.5417641341658,18.504886884712,8.64312980611272,2.75424512863219,4696.76023633783,50.7774159056218,1,0,0,0,1,0,1
417,1,12.167481012794,21.3388424850687,22.6725864460088,10.9155271222497,4.65738218398919,3.00320792277539,9207.40909787329,25.4117693780486,2,0,1,1,0,0,0
418,2,48.2012782542983,52.2718451277307,75.7144237590892,13.5093319162694,6.30928425926487,3.56835590247967,9277.44853163284,44.192111902009,1,1,0,0,1,0,1
419,2,35.5211559561775,48.3009336779881,54.8862349951294,14.2172534109294,6.02279103534859,2.02252541298192,7150.61384341285,49.8289638130204,2,0,1,0,0,1,1
420,1,67.8073679074824,80.5129165988277,95.8550183116385,14.4422055563386,5.02561877853022,6.22714321357836,9660.89621634667,33.7801162642153,2,1,0,1,0,0,0
421,2,56.9393392412262,61.7857029930042,82.6684336234705,14.9550301154747,7.48961744611809,2.53660181459931,11793.0686974313,43.420990741661,1,1,0,0,1,0,0
422,2,23.197056523008,32.2851513350031,29.4893501847724,12.3277954743138,7.97876374921107,2.16649115137655,8983.40738958389,30.8771338552288,2,0,1,1,0,0,1
423,1,46.4759313150876,58.1406720556542,67.7140472435998,7.74795554302854,3.96862433598465,1.72604016120015,10295.3191199282,24.3620567809746,2,1,0,0,1,0,0
424,2,36.0934352365027,39.7371416612852,47.4334010206655,11.6503754853387,6.09044269895319,-0.554692392621295,11847.7203764307,9.98033862473826,1,1,0,1,0,0,0
425,2,58.3242175295177,67.9633978001529,81.8593145073968,6.21946906657496,4.81313822113946,2.84935590766035,12976.660801488,26.8808328844294,1,0,1,0,1,0,0
426,2,45.79605623248,47.3772445095336,67.2725867243019,12.5603597796352,6.02659149861297,3.17977355450454,6557.81056059527,42.7420592179151,1,1,0,1,0,0,1
427,2,36.6446456123302,45.9888065389768,43.5542312093784,9.91259319924535,4.07559899941009,1.83349340929418,6776.49645623874,38.8900568065927,1,1,0,1,0,0,1
428,1,51.5759555425908,60.0604389227129,75.9043374320078,11.2899933711267,5.98446937226512,4.1045245380474,7013.24362481275,25.3220799967635,1,1,0,1,0,0,0
429,1,47.2891223796363,57.6035939341913,68.2615938910704,5.40545425695049,2.64751979985674,1.79824125613297,11303.2297635518,37.0693459577792,2,1,0,0,1,0,1
430,1,42.5307362737565,56.1856178719725,63.3663488345951,10.3015415254666,4.83901064123182,2.36281506787433,9745.15388234815,9.00763709448118,2,0,0,1,0,0,1
431,1,75.2983593221396,83.6073363668094,102.307588477011,5.46159196292634,2.9657845828311,-0.200808009438924,10873.3376082721,47.7142385417926,1,1,0,0,0,1,1
432,1,37.0592117052411,56.235727827548,57.6931363153434,9.56600673540083,4.49565325912986,3.46015540876887,8904.26541301208,27.5630017604691,2,0,1,0,0,1,1
433,2,37.9381954052394,44.287196329377,63.8097624049663,15.1614435575866,6.79517582911386,3.03446113528131,7134.61680928074,36.4990706978777,1,0,1,1,0,0,0
434,3,21.8109461397372,35.8901469912143,24.1745272388856,13.442519890653,5.00989339843957,2.94371280934246,3631.54523631924,42.9338194254145,2,0,1,1,0,0,0
435,2,44.3920991505723,55.2336219467023,59.302039678253,17.3901747434962,7.72801122038211,5.50218871362297,2886.04537801344,27.7947763394388,2,1,0,0,1,0,0
436,2,58.3553445820601,70.9036513738672,95.5501134361404,14.9278087616129,6.75627401877416,3.46216997035247,14033.6635738866,55.5986128545008,1,1,0,0,0,1,0
437,1,13.9291822360618,32.3122268465426,21.8183645159227,12.6719481911852,6.61279410798689,2.65707840144572,8011.8839973583,41.6825425185165,2,1,0,0,0,1,0
438,2,41.2490231989047,45.9782591548305,59.7849456187233,17.9898800828173,8.75283892655878,2.55550366973882,9674.66571970647,43.1561699936006,2,0,1,0,0,1,1
439,2,27.2752436002002,42.4183147192469,46.8486475248799,19.1503008525205,8.82318176542307,3.6938852236865,10083.4810568024,47.7245247769759,2,1,0,0,1,0,1
440,1,66.6290589752536,70.0586755103678,93.0541508236054,3.60367459725772,0.475209224123424,0.0912676777644227,12338.9637103649,49.0540749334904,2,1,0,1,0,0,1
441,2,65.3684330831829,77.4258950543889,103.902171231879,17.3528864198806,8.71251417172769,2.8267420903548,9900.40623007857,44.5376945983363,2,1,0,0,1,0,1
442,1,50.0175427101098,52.4476154868495,67.6935913714308,16.6677538220448,9.47002384393048,3.05821388647174,8079.1110108815,66.4351402826363,1,0,1,1,0,0,1
443,1,66.4400712060034,72.1833454675815,108.343170528046,17.6514870980817,8.05175033838874,4.28033780507956,10228.6265484636,30.7628688636931,1,0,1,1,0,0,0
444,3,31.9902322368197,38.7568462506398,45.8066474165692,6.54718372619339,4.45847112602547,2.58789757555846,9041.91017638198,56.730075521,1,0,1,0,0,1,1
445,1,59.2597758745783,58.8380355027085,90.9296980116975,26.4535850668573,12.5839082031411,5.30322558115197,6114.03522227209,21.7539662242091,1,1,0,1,0,0,1
446,1,36.2248273705015,44.3750467293137,63.8476394030588,-3.5655010458485,0.727123466252342,-1.05317940262571,10875.4757788968,31.9039447870839,2,1,0,1,0,0,1
447,2,49.8143628378844,53.0471538178964,73.3579240828468,12.0411782250846,5.61471029438865,3.19662435563342,8493.32405043128,32.2602664109723,2,1,0,0,0,1,1
448,3,40.5090597500264,30.2926780027184,61.2641773782535,12.70864001357,7.31259225467536,1.72183039619781,7895.8822971109,27.2219566132211,1,0,1,0,0,1,1
449,2,40.821853750604,49.9928835687831,49.7601805928743,11.1018160415395,6.02562381815483,0.555925522124252,5237.76855387668,39.2992942849504,2,0,0,1,0,0,1
450,2,53.191727374943,66.5352928245737,78.6359613058536,16.487239727179,8.09053391544342,3.88691555697845,11444.1654489116,45.7985547513121,1,0,1,0,0,1,0
451,2,25.4426826953269,29.4809805057619,41.5424829057858,12.744208841393,5.29215246687875,2.45217139797486,6830.35966991109,28.1543192870959,1,1,0,0,1,0,1
452,2,41.2362830243631,48.1170298198394,64.8545812171776,7.3316715167241,3.9348034616897,-0.930139374927939,7702.21021016784,42.317138342691,2,1,0,1,0,0,1
453,1,47.5651106057686,58.4260971565648,68.0074672194212,20.4601998329533,11.2488159570018,1.8771163563947,7916.10181289836,45.5998991412558,1,0,0,0,1,0,1
454,1,38.9479878187874,47.5379036482158,52.7671879844227,10.2365291506209,4.99223989904936,2.3316500142319,7829.03334538814,39.1737910263864,1,1,0,1,0,0,0
455,3,46.5698916125359,54.4648025995632,69.6673663815957,15.6640718700322,7.60395607307562,4.16015763342728,9666.97705024533,28.3857949286001,2,1,0,1,0,0,1
456,2,40.2167881989899,56.3924650513958,70.3131656975953,8.00093952082043,5.87988396588269,2.16608897430654,10705.7715169806,24.772482159592,2,1,0,1,0,0,0
457,2,69.2751590382514,86.1612585786284,105.998539584838,5.640702730377,1.99974088125248,0.798863715996247,9609.86926470211,27.7801158491319,1,1,0,0,1,0,0
458,1,55.7128290223293,64.771533207779,79.5980891012579,8.36496780502611,3.8872796156843,3.27053373434826,3586.44158520548,44.233018076576,1,0,1,0,1,0,1
459,2,89.4879805474986,102.452764586219,140.960468988294,5.65895147487526,2.23966290219287,0.162174028761877,771.921775194289,59.3877873595488,1,1,0,1,0,0,1
460,2,33.0738359316118,41.7070205469905,54.5560083305289,15.1986388360498,9.43381437830111,2.64017945795111,6904.94786666138,30.7996758774058,2,0,0,1,0,0,1
461,2,57.2154887201987,67.9345176919885,85.0103207943029,2.68744431211546,2.32874519468845,-0.23912604604807,7456.1945460975,55.6643458246649,2,1,0,1,0,0,1
462,1,76.4704621519556,83.2823791085705,111.744946262071,6.12906320814853,3.41141340013111,1.66931375931117,7552.81117201757,25.5494346549877,1,0,1,0,1,0,1
463,1,49.5147008272886,54.8987875678206,70.0798952313505,12.1633101309599,5.74330624659416,0.720820584224189,3821.85591842178,31.1426078745356,2,0,1,0,0,1,0
464,2,28.7538728724115,46.3805346450111,46.0037815853289,1.70656609801744,2.0648804214713,-1.28670514277769,5961.92226686517,37.0785306747812,1,1,0,0,0,1,1
465,2,29.9051624729507,46.1109787149712,50.7882537405457,8.97067184104375,5.24830790227135,-0.293952660154494,2542.6460941581,32.8403314343093,2,0,1,1,0,0,1
466,2,44.4687815262358,57.1726885335487,65.2791909931933,10.1704639144946,5.46899941540154,1.94256223071408,15916.9466554464,40.1401418190745,2,1,0,1,0,0,1
467,1,64.6368654128012,63.4246361762824,87.4318871323638,20.0764694125599,9.91397576044796,5.33998426177684,9639.82483465473,48.0190560940047,2,1,0,0,1,0,1
468,2,56.2560072997008,63.432131102011,86.2181144167034,10.4547798552198,5.44987809711243,3.72850743825053,7981.53818321178,50.5598090820223,1,0,0,0,0,1,1
469,1,12.9244750858137,16.6510311489496,21.0220567780667,8.86027619604999,2.63936954248304,0.819445079932162,2329.58159642511,47.1499524530854,2,0,1,0,1,0,1
470,1,34.4946883670005,47.7155999730639,42.6595017128574,8.02069320616421,1.46130498717854,1.09083441414498,7199.64988650448,19.9337758964033,2,0,1,0,0,1,0
471,1,44.8641528706052,57.7542485436664,77.2446948476488,14.683326238156,7.9526097543123,1.96219332770799,10461.293030592,30.9114870612566,1,1,0,1,0,0,1
472,1,23.1279976913285,29.9764777927719,29.5047538613748,10.0832941084439,6.47341765953956,2.33160153888162,10334.5806201488,33.7593869829449,2,1,0,0,0,1,1
473,3,55.417944697423,70.6330908146408,74.1058225577659,8.7373269003785,3.75335971615676,2.08833119752583,9362.27607056769,46.3193349393937,2,1,0,1,0,0,1
474,3,8.07996787220268,22.4265261162163,3.56558646518695,10.3219593450689,6.69935848599068,2.82527693553509,12230.156519155,19.2095265803297,2,0,1,1,0,0,0
475,1,47.1493464606068,52.5556100229431,66.1226346542481,18.3913956022016,9.89796598839729,1.80252758589093,2566.80768471055,29.8652320777875,1,0,0,0,0,1,0
476,2,39.1316682130942,48.8720192286259,53.5657249598746,21.4069724948737,12.1525226718914,2.82917478233533,4692.64477673903,45.9825919809324,1,1,0,0,1,0,1
477,1,37.6325387157889,47.3304554978951,60.2322414124275,8.14132752624878,5.50930493916258,1.09269727528476,7942.49638604936,49.4629405016839,2,0,1,1,0,0,1
478,1,40.7452882132192,48.185107396258,63.5164486820924,12.1231304910641,5.771379162069,1.6793914773998,8447.91115904013,41.4920536480842,1,1,0,1,0,0,1
479,2,49.7219220706176,56.1538628133775,71.0021784144143,10.0548932497471,5.54955098939724,2.52498615293309,6402.70438920519,58.2142878149813,2,1,0,1,0,0,1
480,2,50.9448986690848,62.9268388874446,72.1472555347936,23.1443761330522,11.7341682148268,4.44969003147165,11593.5383786107,9.03002165505274,1,1,0,0,1,0,0
481,1,41.6159443344606,58.1240868788906,53.4596612939819,15.5445839704144,6.89301034800038,1.45999183873336,1872.2126933159,40.7587716034465,1,0,1,0,1,0,0
482,1,16.1257435448916,27.8719506155594,25.1044086703235,1.31623969562162,0.957237951574958,1.43397398216745,4957.06740556016,37.1834650503849,2,0,1,1,0,0,1
483,2,23.4115605251703,37.8754262827336,29.8265439210336,9.39534780254811,4.28360353787288,2.30985518428263,12811.7546641496,25.9791793523315,1,0,0,1,0,0,1
484,2,22.955133390414,28.2630491856493,38.3049103261577,-1.75649827023612,-0.000207375072687865,-1.16433766758354,10677.0501024711,31.2798144429036,2,1,0,0,1,0,1
485,2,56.427951703379,61.6895028473759,81.16852429825,11.4422085692908,6.15563871011739,1.0006240946277,3446.88331508611,40.8868163262033,2,1,0,0,1,0,0
486,1,41.3457752719308,53.4061860244046,66.1566628516864,16.2237867199783,8.21102219387803,2.74625429865033,10470.5848284564,52.5672981742264,2,1,0,1,0,0,1
487,3,49.0451491112701,54.5715080242594,67.5474842587352,6.6330622724594,4.71293826798464,0.234157245332508,9096.6867440255,41.0283018219683,2,1,0,0,1,0,1
488,3,21.6160871856628,32.4340009246577,27.2440763655772,4.30495924755229,2.64277987588241,2.31538093341022,4007.23499507033,45.8289692563086,1,1,0,1,0,0,1
489,2,36.9661798995553,41.6821061546809,54.2004853167608,19.5347050449029,11.3849757998946,3.59177565313755,9078.7284634031,26.8532882604797,1,0,1,0,0,1,1
490,2,53.4367795976024,61.5010372240648,83.2055256832895,6.21222012246974,0.781727372229481,1.23920331956539,10678.9838299661,32.6636725891205,1,0,1,0,0,1,1
491,1,42.3251081487012,46.8041221909106,66.0626597396781,17.4467032863845,9.49407474823812,4.2635990965487,5014.70301230206,37.5278937749148,1,0,0,0,0,1,1
492,1,43.2729602069602,52.3688413054526,62.2110915622457,13.284441682015,5.13724475701102,3.15891976009737,9559.01576775737,39.7169606859225,1,1,0,1,0,0,1
493,1,43.9190779184045,50.9783068975406,61.0043957966806,17.2861387364938,9.17247023239678,5.19395757172786,4292.79965515013,44.350399746522,2,1,0,0,1,0,1
494,2,63.1636471038945,78.5217389125999,98.1691245312134,18.0152699896966,8.09452454536516,4.09780307127141,9589.18062296622,35.773298140184,2,1,0,1,0,0,1
495,1,35.7765464880045,47.8068425554578,53.1847077441791,18.8394630274065,9.31019445943192,5.71565180457875,5050.87483713219,47.2001007034549,1,0,1,0,1,0,1
496,3,55.1418968747205,65.1606683652211,85.7217984482314,19.4162151138466,9.96338470118506,3.31791712337023,6872.76354723725,41.1718761917852,2,1,0,0,0,1,1
497,1,58.4789940830633,64.3795509960435,97.580828599862,13.772409060856,8.27761894087651,1.27258019293092,4874.79384650032,21.7301326840544,2,0,0,0,1,0,1
498,2,27.1602314471847,39.5766537077332,41.4411439208921,13.0305661416328,6.52491137274733,2.30712017227472,10093.0020722905,42.3088585798603,1,0,1,1,0,0,1
499,1,46.8188827472851,58.7021692501837,77.1556163595863,6.26766430382737,4.42262732571493,1.46818269149303,7566.65358974192,17.500965926644,1,1,0,0,0,1,1
500,3,44.8316747080438,51.8173668440608,61.4388008921511,4.73754527365959,3.08379225990219,1.72074310227722,9495.63019141788,30.3688606717373,1,0,1,0,1,0,0
501,1,60.4371107897064,77.5188179639988,90.3684033146495,8.39170201298051,3.27371598466335,2.84144935077987,9852.01012963038,41.4852001779088,1,1,0,0,1,0,1
502,1,58.7216230157942,71.50779294086,86.8372575026762,11.1851031805207,5.09673431945174,2.04678599258025,7986.37657557346,22.3544692074825,1,1,0,1,0,0,1
503,1,44.9631559998066,59.869362566004,59.8239234504272,6.07636329047694,-0.0722806126376554,0.925816857351145,7726.23091973067,36.6307928080679,2,1,0,1,0,0,1
504,1,47.0401432862059,54.1092289910765,72.8781701009327,16.9915500877096,7.8030144557003,2.99946423447381,9199.87812444601,36.884454979715,1,0,1,1,0,0,1
505,1,34.1976968258531,48.8935497036227,45.3584416068221,7.22964290150711,3.91372262641285,2.15517114388377,9766.70496964733,36.5292724826315,2,1,0,0,0,1,0
506,1,42.0281350492318,51.7046297854765,65.5125236332724,14.042787672095,6.95272086987488,1.18591026109738,7949.36588183956,27.4002707441784,1,1,0,0,1,0,1
507,1,29.5618679092759,38.2897418744282,40.3750404476542,17.2225789220815,7.7429095673455,4.2163002390142,9256.1125462659,45.2020336328157,1,1,0,1,0,0,0
508,2,30.4956615622108,36.160897910384,42.992124107367,4.90703396852172,1.78537409030703,-0.306567394561715,10402.1838935745,46.6056123875955,1,0,1,0,0,1,1
